date,1D,5D,10D
2012-01-04,-0.05203735025844629,-0.07238759364750909,-0.09803549941976045
2012-01-05,0.007545390850337484,-0.018128673974973638,-0.0706965911636508
2012-01-06,-0.09327700307304844,0.009035656322923302,-0.02508937784992046
2012-01-09,0.002710946293960152,-0.07465240123933375,-0.03654914253724565
2012-01-10,-0.07441834946852781,-0.04744897836718393,0.012612325025116907
2012-01-11,0.11236871444284541,-0.07903403420119079,0.06751596811448285
2012-01-12,0.048071527541113754,-0.053228885830104614,0.040794084357457724
2012-01-13,-0.22894337163577716,-0.0447044271566106,0.006451902541375265
2012-01-16,-0.0017682341388663891,0.09889342538583432,0.16224048680625008
2012-01-17,-0.12426614013790295,0.20873809432018184,0.12829999543849982
2012-01-18,0.21121951740896597,0.24545468189483668,0.24657421563279686
2012-01-19,0.2187931398594612,0.17264599190835794,0.18763888345784724
2012-01-20,-0.01016298182775816,0.04015063667363893,0.11621712642741168
2012-01-30,0.10573774001211778,0.07136675511048453,0.08241825407221816
2012-01-31,0.016967224057724873,0.004770989996687451,0.0649055908926522
2012-02-01,0.03158154643291183,0.07724077062579564,0.03460887638403044
2012-02-02,-0.06611879542597694,0.14415580552544713,-0.013761902646829938
2012-02-03,0.11813462718143923,0.2042950546841628,0.009684137039799985
2012-02-06,-0.025371481628525,0.053723965466886146,-0.02223402720124844
2012-02-07,0.0649321498969584,0.1417106234196433,-0.022660501531188256
2012-02-08,0.10821458242331981,-0.028698265494972553,-0.08862435856380968
2012-02-09,-0.054013064112226616,-0.17817265883604191,-0.07090447485490668
2012-02-10,-0.08315468029470674,-0.1658789051332458,-0.03274849432645212
2012-02-13,0.12573848390900047,-0.08463501082209654,0.02344593672705631
2012-02-14,-0.045894762046096785,-0.12209295101298179,0.060472064783922704
2012-02-15,-0.2346182435112781,-0.1312867555693684,0.13983370018167107
2012-02-16,0.01567890826778499,0.0309428504385265,0.1582507204703653
2012-02-17,0.05074632025869544,0.1416008881557362,0.13825250295838543
2012-02-20,-0.025568591010327345,0.09244447789190473,0.14080281350913926
2012-02-21,0.032242456944222085,0.18878098204950075,0.08182509712562393
2012-02-22,0.17214426965254942,0.23604803461394516,0.057967399904401216
2012-02-23,0.1455495019198454,0.08436397209511051,-0.013216128220179934
2012-02-24,-0.056313910092722914,0.019649547299406808,-0.006624228690668073
2012-02-27,0.15804604565657207,0.0880778769022996,0.027099786194245183
2012-02-28,0.13211204407084362,-0.03103865344007536,-0.05034948362460374
2012-02-29,-0.2222190551271055,-0.174579546603608,-0.025711491258693216
2012-03-01,-0.08942177868934868,-0.11618342401367678,-0.00015744950895040587
2012-03-02,0.11963336546077429,-0.010622943952705834,0.027872802362829054
2012-03-05,-0.12571158201587104,-0.05944733067243873,-0.014633789449193092
2012-03-06,-0.18526102185494903,-0.03214579268338736,0.037779566428000164
2012-03-07,0.07133936934124258,0.09261549207634812,0.04453533630415691
2012-03-08,0.16355739363121868,0.06392991430474047,0.08605155989107179
2012-03-09,0.07322403312406349,0.05101808131491535,0.04776468876216625
2012-03-12,-0.11150470335484379,0.04448167927246516,0.11698696282394253
2012-03-13,0.0718152043009783,0.04084066898764408,0.09661932574289775
2012-03-14,-0.024017920439219024,-0.0027243016345729868,0.15843889436234632
2012-03-15,0.09020425503685979,0.034872015143772264,0.13642913063126033
2012-03-16,-0.06987523986980781,0.06452989747729374,0.07237836958235065
2012-03-19,-0.0017382738226154745,0.2568336471354053,0.13767622594217213
2012-03-20,-0.03190182536772154,0.11406125299281726,0.16476755539439233
2012-03-21,0.0764638535312619,0.15856970854143795,0.1957146893024359
2012-03-22,0.15169231543159473,0.12730523843467306,0.17292368215709994
2012-03-23,0.20774777569961245,0.0036883803477636753,0.11842759792258284
2012-03-26,-0.08624120504421666,0.013269612816366886,0.034763178171788124
2012-03-27,0.014583775133676249,0.06538225143673719,0.055657401448799
2012-03-28,0.07789026587097751,0.19966227420068222,0.06284413814348322
2012-03-29,-0.11361729411871883,0.0965386428435307,-0.0059726729409384765
2012-03-30,0.1886298174681192,0.15902416309809325,0.04541220229057086
2012-04-05,0.06688586015398719,0.05881430178734336,0.0028852078225816012
2012-04-06,0.30275005804770877,-0.06651258688229313,-0.06487738693631262
2012-04-09,-0.1586235866794549,-0.1919747387095984,-0.2741651229241242
2012-04-10,-0.0769859789017477,-0.19843289804938205,-0.23413729916912432
2012-04-11,-0.111691199296002,-0.15966541251010027,-0.17967278584345417
2012-04-12,-0.18900081755554696,-0.06584062531431846,-0.041567726455137226
2012-04-13,-0.061980027259968,-0.07619724924866644,0.05698898523703383
2012-04-16,0.07025054426421219,-0.16916589386710393,0.09452616609242448
2012-04-17,0.04086809417567918,-0.11784589515995203,0.10646432942568484
2012-04-18,-0.053532430728372445,-0.06772669185580503,0.12852340996553843
2012-04-19,-0.15101464228630668,0.05828648042794103,0.0658107695185092
2012-04-20,-0.21205328260237663,0.11371033689970188,0.12968706363154756
2012-04-23,0.08645677327962037,0.23338540086613122,0.07893989610327486
2012-04-24,0.09480822112306345,0.2745148225755497,0.12349296562244054
2012-04-25,0.2497388691403365,0.20478566733791437,0.083441370355765
2012-04-26,-0.020069172026892994,-0.006886141489714447,-0.04127600270687057
2012-04-27,0.24984561441017783,0.0033262938612227387,0.019653046456192803
2012-05-02,0.03292503224019982,-0.15631304133224055,-0.1054117946286705
2012-05-03,-0.15574520504514833,-0.20487086508983887,-0.16747491326578037
2012-05-04,-0.14434152897527042,-0.09885803468768621,-0.06338869068547481
2012-05-07,-0.007116064281947908,-0.0018689742545269232,0.05189491068847223
