0,1,2,3,4
0.2,0.2,0.2,0.2,0.2
0.0,0.7349589531706375,0.26504104682936247,0.0,0.0
0.8814965821111482,0.0,0.0,0.11850341788885177,0.0
0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.3012314459772665,0.6987685540227335,0.0,0.0
0.6291210204307802,0.0,0.14099897221278246,0.2298800073564372,0.0
0.0,0.16467618714471643,0.0,0.0,0.8353238128552836
0.0,0.7598282093891104,0.24017179061088945,0.0,0.0
0.0,0.0,0.0,1.0,0.0
0.5646035610837576,0.43539643891624236,0.0,0.0,0.0
0.0,0.4925482454548227,0.5074517545451773,0.0,0.0
0.10947518909503395,0.0,0.0,0.0,0.890524810904966
0.0,0.7096454643514185,0.2903545356485817,0.0,0.0
0.0,0.0,0.0,0.30453206374792474,0.6954679362520757
0.0,0.0,1.0,0.0,0.0
0.39372458534500776,0.0,0.0,0.606275414654992,0.0
0.0,0.09369601960605856,0.9063039803939414,0.0,0.0
0.0,0.6127943334465786,0.38720566655342137,0.0,0.0
0.0,1.0,0.0,0.0,0.0
0.4955257980043401,0.0,0.0,0.27548739509804837,0.22898680689761158
0.0,1.0,0.0,0.0,0.0
0.8400440594811811,0.0,0.0,0.1599559405188189,0.0
0.0,0.9081980158411445,0.0,0.0,0.09180198415885554
0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.6106584936767443,0.0,0.0,0.38934150632325526
1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.6124561510366378,0.38754384896336225,0.0,0.0,0.0
0.09794441139199828,0.0,0.0,0.9020555886080017,0.0
0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.45627339379139453,0.5437266062086057,0.0,0.0
0.6123995767107752,0.0,0.0,0.1754564553696667,0.21214396791955803
0.0,1.0,0.0,0.0,0.0
0.0,0.5075491753164629,0.49245082468353707,0.0,0.0
0.8493478865696875,0.0,0.0831738701694853,0.0,0.06747824326082696
0.0,1.0,0.0,0.0,0.0
0.37667541666693816,0.0,0.0,0.35399250585052267,0.2693320774825392
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.24220134497725032,0.2562917256862387,0.0,0.501506929336511
0.27710322788146446,0.7228967721185358,0.0,0.0,0.0
0.12765805220747095,0.0,0.8723419477925292,0.0,0.0
0.0,0.0,0.0,0.32564523016083147,0.674354769839169
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.13841303370272962,0.0,0.0,0.12870860573214316,0.7328783605651279
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.6547213809992907,0.34527861900070955,0.0,0.0
0.4036939504921315,0.5963060495078685,0.0,0.0,0.0
0.0,0.6522941341354414,0.34770586586455865,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.25040713925055824,0.43263885593716045,0.31695400481228087,0.0
0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.3965749286500948,0.603425071349905,0.0
0.0,1.0,0.0,0.0,0.0
0.9006229949036637,0.0,0.0,0.09937700509633651,0.0
0.0,0.0,0.0,0.0,1.0
