0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
0.033594543552406174,0.033811337334780846,0.03298187534795356,0.03188311153298542,0.03520109379380679,0.03406357171784187,0.03283240249496701,0.03648143853313044,0.03471063623611695,0.03247580970549248,0.03368141711067659,0.034608698124736,0.032518610634067205,0.03242587077092269,0.03295153618843341,0.03288838272087486,0.03295153618843341,0.03297216681373794,0.03378477148051079,0.034357750787597834,0.03161079554594857,0.032312163917345614,0.033950320861741684,0.03262950809972245,0.03416250763698377,0.03216483830101563,0.032769281694371336,0.032693938702940836,0.032615294780052435,0.03391478939040546
0.03486252728468658,0.033293476272359214,0.03483121112401921,0.03241566771987101,0.034495212225428167,0.03342559324169397,0.032050639760829974,0.035246094302179086,0.034228878526541086,0.03221865546051412,0.032538287507119415,0.034333075411151714,0.032100614770852035,0.032588403058460426,0.03475866712282505,0.033612851467137626,0.032438131107522805,0.03406106079381744,0.03291043887045268,0.03423427694915432,0.031366624907995876,0.03233265831281022,0.033576612488267904,0.03245331948499418,0.03340753023534884,0.03204924528468305,0.0318444299824829,0.03311681177987696,0.03262722993279507,0.036581774614129044
0.03512413874140805,0.032966416021046115,0.03546573219421444,0.032398625006309884,0.03363830297614169,0.03311573140760245,0.03198889108803434,0.0362013857564447,0.03481290419667975,0.032232619746067837,0.03323649418609306,0.03383301864000055,0.0319538053873666,0.032678080020862026,0.033873067822708096,0.033133512700891335,0.03226613764738387,0.03309176361047976,0.032570934416367624,0.034613611496410734,0.031163565144895128,0.031336702188943036,0.03500435711471664,0.033501223458437625,0.03383637548192752,0.03154697369857131,0.032701315471795285,0.033658881154667565,0.03261958684953328,0.035435846373999616
0.03415805632606165,0.03311010944806397,0.0341936821360144,0.03317236196853435,0.03407068767520035,0.03338106877545906,0.03140148970126548,0.03764906269899099,0.03404855180610335,0.0320024217260088,0.03375385800062797,0.03407171897900741,0.03155894818406748,0.03198870469600767,0.03494977090749116,0.032487712562463245,0.03187130022116848,0.033836904729463976,0.03278986666429609,0.03851443228210921,0.03113894384781001,0.0315589284206496,0.0334818769351686,0.03249623625724059,0.033160184190509034,0.03162078107994878,0.032024715307986965,0.03247225204837471,0.03168956253128216,0.037345809892624406
0.034516483319359643,0.03257960007664453,0.034372329007813764,0.03453289577522195,0.03311847424173665,0.032604473430286066,0.031075428167609713,0.037089269390758864,0.03514050768119085,0.03336943452438201,0.03326913066891466,0.03365593338917008,0.030723133871790913,0.031674046462266583,0.034657883225665195,0.032506678145475996,0.03161158513234303,0.03328458068381375,0.032281981741287664,0.038520987740304026,0.031624745221737756,0.03108961550279717,0.03597649461234032,0.033108598024665724,0.03272240603920391,0.03171468315965905,0.03249370569949428,0.03255962474643869,0.031733027705780056,0.03639226261184699
0.039022947122760984,0.031722761911132345,0.03402929854314114,0.033023272670487006,0.03255784934161173,0.03176965271595796,0.03083111037288096,0.03776054551135357,0.03554050665833742,0.03280613173967304,0.03247158928625954,0.03331755057796566,0.03159187414445998,0.03282225805286992,0.03592288623912118,0.031569790818299026,0.031105877326936215,0.032181312493835566,0.03140332094765151,0.03775424035275171,0.030727312999506942,0.03264350171879819,0.036075573194574245,0.033457653886743544,0.03198765327972295,0.031085281781437935,0.03188648538104763,0.03470541429562783,0.03162646156113954,0.03659988507391475
0.048350274653930804,0.03179664462897898,0.03309234676322403,0.03334406818143919,0.03120344973903001,0.03190773637755003,0.03094192735743986,0.03572689284452163,0.03406614065473863,0.0324666263442763,0.031206348663267512,0.034167512892961334,0.03140513578072408,0.03311707292230946,0.04084094343336873,0.030634820245059667,0.03161145094344495,0.030904913453613465,0.03184163216003495,0.03623726238092056,0.03064794269912622,0.032633573145910956,0.033889585273484506,0.03273400896212165,0.03151520273143644,0.030888514014698817,0.030970077351560214,0.03460424935406915,0.03098507056934197,0.03626857547741577
0.047607193780752004,0.030977563223100746,0.03266846700535166,0.03282670537555863,0.03146034421033841,0.030825969203810092,0.02985087431126129,0.03435803751004387,0.0353177682277921,0.03225849495781537,0.03280328011377246,0.03374351576846742,0.031138605102337187,0.03304008569186847,0.04579970465190641,0.029920362929142984,0.030822975872039034,0.030545681910462134,0.03097573571929567,0.035298147709116566,0.030975997876833583,0.03086953664468321,0.03635067988705723,0.03568755120543319,0.03114944955881326,0.029616247259010728,0.031388451910843815,0.034868303998506926,0.033078765266701976,0.03377550311788348
0.04906056556854803,0.030787368389458048,0.032055646974912186,0.0326540214399018,0.030399479031922583,0.030638145663992384,0.03093584647814478,0.0338158934048548,0.04782176723291158,0.031095333126799976,0.03410116631187394,0.03408183185750012,0.029938105704440852,0.031220784750979905,0.043588402176191254,0.02935965033507541,0.03029401815156702,0.02964609303687047,0.030105889943204085,0.033300517194364526,0.030658357187200582,0.028711871529322364,0.03638847397903665,0.03561431774850787,0.030624255265866224,0.02813950902244891,0.030863365530841583,0.0342399305570909,0.03564891507249498,0.03421047733367622
